id,nombre,descripcion,fechaCreacion,privacidad,creador_id
130,Pfannerstill-Lang,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,2025-01-26,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,130
131,Jones Inc,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,2024-07-12,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,131
132,"Hahn, Macejkovic and Fahey",pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,2025-02-01,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,132
133,"Brown, Zboncak and Sipes",vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,2024-08-19,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,133
134,McClure-Ratke,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,2024-11-11,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,134
135,Dickens and Sons,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,2024-05-09,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,135
136,"Block, Larkin and Murazik",odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,2024-05-25,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,136
137,Purdy Inc,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,2024-07-24,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,137
138,Braun and Sons,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,2024-11-30,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,138
139,"Welch, Lang and Heller",ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,2024-12-29,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,139
140,"Heaney, Nolan and Cummerata",luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,2024-07-22,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,140
141,"Wintheiser, Trantow and Abbott",lacinia aenean sit amet justo morbi ut odio cras mi pede,2024-08-01,donec semper sapien a libero nam dui proin leo odio porttitor id,141
142,Emard-Donnelly,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,2024-07-03,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,142
143,Hodkiewicz-Becker,sapien sapien non mi integer ac neque duis bibendum morbi non quam,2024-09-02,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,143
144,Berge-Cartwright,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,2024-08-22,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,144
145,"Pfeffer, Lemke and Daugherty",non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,2024-11-08,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,145
146,Stanton-Koelpin,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,2024-08-18,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,146
147,"Nitzsche, Batz and Wilderman",elementum nullam varius nulla facilisi cras non velit nec nisi,2024-06-15,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,147
148,Rutherford-Kuhn,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,2024-12-31,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,148
149,Deckow-Rowe,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,2024-10-17,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,149
150,Volkman Group,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,2024-07-29,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,150
151,"Hintz, Haley and Larson",blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,2025-02-25,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,151
152,"Rowe, Schamberger and Torphy",donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,2024-11-28,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,152
153,"Hickle, Gottlieb and Kuhic",lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,2024-08-13,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,153
154,Hansen-Berge,commodo placerat praesent blandit nam nulla integer pede justo lacinia,2025-02-01,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,154
155,"Nitzsche, Huels and Bednar",aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,2025-01-03,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,155
156,Wilderman Group,nec dui luctus rutrum nulla tellus in sagittis dui vel,2024-05-01,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,156
157,White and Sons,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,2024-05-06,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,157
158,Schamberger-Heidenreich,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,2024-03-27,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,158
159,"Grady, Zemlak and Stanton",purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,2024-12-23,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,159
160,Wolff LLC,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,2024-03-22,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,160
161,Ruecker-Cassin,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,2024-09-10,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,161
162,Hand-Crist,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,2024-12-10,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,162
163,Littel-Raynor,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,2024-12-07,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,163
164,"Heaney, Price and Hackett",magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,2024-11-21,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,164
165,Bernhard-Hagenes,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,2024-09-12,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,165
166,"Homenick, Tremblay and Baumbach",quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,2024-09-29,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,166
167,"Schmeler, Lockman and Conroy",duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,2025-01-07,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,167
168,Huel-Ernser,massa donec dapibus duis at velit eu est congue elementum in hac habitasse,2024-06-26,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,168
169,Kuhlman-Wolf,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,2024-03-14,in est risus auctor sed tristique in tempus sit amet sem fusce consequat,169
170,"Rippin, Bergnaum and Hickle",primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,2024-09-27,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,170
171,Jacobi Group,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,2024-05-10,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,171
172,"Waelchi, Durgan and Keeling",pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,2024-09-29,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,172
173,Bruen-Hudson,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,2024-07-02,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,173
174,Sporer-Douglas,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,2024-10-14,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,174
175,"Rowe, Nader and Hyatt",cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,2024-10-29,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,175
176,Flatley-Turner,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,2025-01-19,quam sapien varius ut blandit non interdum in ante vestibulum,176
177,Goldner-Schulist,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,2024-08-27,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,177
178,Labadie-West,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,2024-06-28,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,178
179,Hintz-Ziemann,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,2024-11-22,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,179
180,"Fadel, Sipes and Upton",rutrum neque aenean auctor gravida sem praesent id massa id,2024-11-14,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,180
181,"Nikolaus, Bosco and McKenzie",ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,2024-12-27,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,181
182,"Langosh, Schmidt and West",sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,2024-11-28,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,182
183,Roberts-Hermann,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,2024-08-09,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,183
184,"Herman, Rowe and Grant",ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,2024-06-17,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,184
185,Haley-Dickens,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,2025-01-01,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,185
186,Hintz Group,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,2024-06-21,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,186
187,Lueilwitz Group,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,2024-11-10,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,187
188,"Moore, Hoeger and Waters",condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,2024-06-29,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,188
189,"Koelpin, Jones and Marks",tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,2024-09-29,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,189
190,Bogan and Sons,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,2024-09-24,vel augue vestibulum ante ipsum primis in faucibus orci luctus,190
191,"Kirlin, Tromp and Howell",pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,2024-06-18,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,191
192,Heller LLC,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,2024-10-23,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,192
193,Rice-Barrows,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,2024-04-04,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,193
194,Hudson and Sons,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,2024-05-02,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,194
